Compliance Year,RIN Year,Categories,Fuel (D Code),Assignment,Total RINs
"2022","2019","RIN Owner","D5","Separated","102,575"
"2022","2019","RIN Owner","D6","Separated","25,293,383"
"2022","2018","Exporter","D4","Separated","2,169"
"2022","2018","Exporter","D6","Separated","29,369"
"2021","2021","Exporter","D3","Separated","13,200,000"
"2021","2021","Exporter","D4","Assigned","1,355,068,609"
"2021","2021","Exporter","D4","Separated","830,195,077"
"2021","2021","Exporter","D5","Separated","28,179,920"
"2021","2021","Exporter","D5","Assigned","26,279,780"
"2021","2021","Exporter","D6","Assigned","5,024,625,980"
"2021","2021","Exporter","D6","Separated","773,202,356"
"2021","2021","Obligated Party","D3","Separated","235,658,369"
"2021","2021","Obligated Party","D4","Separated","2,499,496,909"
"2021","2021","Obligated Party","D4","Assigned","579,356,533"
"2021","2021","Obligated Party","D5","Separated","52,854,929"
"2021","2021","Obligated Party","D5","Assigned","2,564,975"
"2021","2021","Obligated Party","D6","Separated","11,420,882,771"
"2021","2021","Obligated Party","D6","Assigned","570,666,499"
"2021","2021","RIN Originator","D3","Separated","436,363,095"
"2021","2021","RIN Originator","D3","Assigned","554,278"
"2021","2021","RIN Originator","D4","Assigned","3,158,563,885"
"2021","2021","RIN Originator","D4","Separated","655,711,323"
"2021","2021","RIN Originator","D5","Assigned","49,516,418"
"2021","2021","RIN Originator","D5","Separated","20,243,315"
"2021","2021","RIN Originator","D6","Assigned","12,714,704,829"
"2021","2021","RIN Originator","D6","Separated","132,203,907"
"2021","2021","RIN Owner","D3","Separated","196,197,496"
"2021","2021","RIN Owner","D3","Assigned","11,788"
"2021","2021","RIN Owner","D4","Separated","2,269,302,724"
"2021","2021","RIN Owner","D4","Assigned","878,129,089"
"2021","2021","RIN Owner","D5","Separated","14,062,873"
"2021","2021","RIN Owner","D5","Assigned","903,042"
"2021","2021","RIN Owner","D6","Assigned","7,230,313,588"
"2021","2021","RIN Owner","D6","Separated","4,832,645,530"
"2021","2020","Exporter","D3","Separated","603,368"
"2021","2020","Exporter","D3","Assigned","237,374"
"2021","2020","Exporter","D4","Separated","117,390,332"
"2021","2020","Exporter","D4","Assigned","71,063,239"
"2021","2020","Exporter","D5","Separated","4,902,743"
"2021","2020","Exporter","D5","Assigned","2,765,138"
"2021","2020","Exporter","D6","Separated","223,641,533"
"2021","2020","Exporter","D6","Assigned","201,331,772"
"2021","2020","Obligated Party","D3","Separated","58,452,810"
"2021","2020","Obligated Party","D4","Separated","656,113,571"
"2021","2020","Obligated Party","D4","Assigned","89,076,369"
"2021","2020","Obligated Party","D5","Separated","29,045,257"
"2021","2020","Obligated Party","D5","Assigned","129,392"
"2021","2020","Obligated Party","D6","Separated","1,789,946,530"
"2021","2020","Obligated Party","D6","Assigned","34,218,521"
"2021","2020","RIN Originator","D3","Separated","64,735,951"
"2021","2020","RIN Originator","D4","Assigned","125,970,677"
"2021","2020","RIN Originator","D4","Separated","97,716,601"
"2021","2020","RIN Originator","D5","Separated","18,054,074"
"2021","2020","RIN Originator","D5","Assigned","54,360"
"2021","2020","RIN Originator","D6","Separated","84,199,797"
"2021","2020","RIN Originator","D6","Assigned","59,558,914"
"2021","2020","RIN Owner","D3","Separated","92,624,063"
"2021","2020","RIN Owner","D4","Separated","520,429,075"
"2021","2020","RIN Owner","D4","Assigned","20,146,372"
"2021","2020","RIN Owner","D5","Separated","23,912,831"
"2021","2020","RIN Owner","D5","Assigned","358,948"
"2021","2020","RIN Owner","D6","Separated","1,260,919,408"
"2021","2020","RIN Owner","D6","Assigned","98,645,723"
"2021","2019","Exporter","D3","Separated","149,627"
"2021","2019","Exporter","D4","Separated","43,000,000"
"2021","2019","Exporter","D6","Separated","62,605,106"
"2021","2019","Obligated Party","D3","Separated","5,744,232"
"2021","2019","Obligated Party","D4","Separated","14,748,247"
"2021","2019","Obligated Party","D4","Assigned","10,403"
"2021","2019","Obligated Party","D5","Assigned","516,746"
"2021","2019","Obligated Party","D5","Separated","516,746"
"2021","2019","Obligated Party","D6","Separated","309,560,950"
"2021","2019","RIN Originator","D3","Separated","11,085"
"2021","2019","RIN Originator","D4","Separated","142,031"
"2021","2019","RIN Owner","D3","Separated","3,497,416"
"2021","2019","RIN Owner","D4","Separated","67,055,776"
"2021","2019","RIN Owner","D4","Assigned","5,083"
"2021","2019","RIN Owner","D5","Separated","2,036"
"2021","2019","RIN Owner","D6","Separated","661,930,470"
"2021","2019","RIN Owner","D6","Assigned","58"
"2021","2018","Obligated Party","D4","Separated","4,865,234"
"2021","2018","Obligated Party","D6","Separated","114,904"
"2021","2018","RIN Originator","D3","Separated","23,454"
"2021","2018","RIN Originator","D4","Assigned","11,686"
"2021","2018","RIN Originator","D4","Separated","8,192"
"2021","2018","RIN Owner","D3","Separated","11,727"
"2021","2018","RIN Owner","D6","Separated","229,808"
"2020","2020","Exporter","D3","Separated","6,504,622"
"2020","2020","Exporter","D4","Assigned","1,102,406,526"
"2020","2020","Exporter","D4","Separated","804,721,291"
"2020","2020","Exporter","D5","Assigned","47,756,645"
"2020","2020","Exporter","D5","Separated","37,367,247"
"2020","2020","Exporter","D6","Assigned","5,283,326,471"
"2020","2020","Exporter","D6","Separated","880,718,442"
"2020","2020","Obligated Party","D3","Separated","216,081,232"
"2020","2020","Obligated Party","D4","Separated","2,460,457,815"
"2020","2020","Obligated Party","D4","Assigned","265,308,470"
"2020","2020","Obligated Party","D5","Separated","190,012,801"
"2020","2020","Obligated Party","D5","Assigned","4,663,991"
"2020","2020","Obligated Party","D6","Separated","8,693,252,146"
"2020","2020","Obligated Party","D6","Assigned","448,902,933"
"2020","2020","RIN Originator","D3","Separated","429,335,610"
"2020","2020","RIN Originator","D3","Assigned","2,051,172"
"2020","2020","RIN Originator","D4","Assigned","3,771,019,382"
"2020","2020","RIN Originator","D4","Separated","468,275,501"
"2020","2020","RIN Originator","D5","Assigned","105,061,802"
"2020","2020","RIN Originator","D5","Separated","3,183,696"
"2020","2020","RIN Originator","D6","Assigned","10,937,314,644"
"2020","2020","RIN Originator","D6","Separated","84,648,920"
"2020","2020","RIN Owner","D3","Separated","185,724,568"
"2020","2020","RIN Owner","D3","Assigned","339,839"
"2020","2020","RIN Owner","D4","Separated","2,223,989,529"
"2020","2020","RIN Owner","D4","Assigned","962,121,590"
"2020","2020","RIN Owner","D5","Separated","22,184,164"
"2020","2020","RIN Owner","D5","Assigned","12,448,764"
"2020","2020","RIN Owner","D6","Assigned","5,765,122,860"
"2020","2020","RIN Owner","D6","Separated","3,608,336,301"
"2020","2019","Exporter","D3","Assigned","1,370,986"
"2020","2019","Exporter","D3","Separated","66,584"
"2020","2019","Exporter","D4","Separated","153,920,918"
"2020","2019","Exporter","D4","Assigned","45,867,229"
"2020","2019","Exporter","D5","Separated","10,226,529"
"2020","2019","Exporter","D5","Assigned","3,937,162"
"2020","2019","Exporter","D6","Separated","695,068,362"
"2020","2019","Exporter","D6","Assigned","174,082,034"
"2020","2019","Obligated Party","D3","Separated","87,107,044"
"2020","2019","Obligated Party","D4","Separated","934,994,576"
"2020","2019","Obligated Party","D4","Assigned","25,642,856"
"2020","2019","Obligated Party","D5","Separated","49,897,701"
"2020","2019","Obligated Party","D5","Assigned","3,160,270"
"2020","2019","Obligated Party","D6","Separated","2,710,387,073"
"2020","2019","Obligated Party","D6","Assigned","61,149,918"
"2020","2019","RIN Originator","D3","Separated","68,318,777"
"2020","2019","RIN Originator","D4","Assigned","94,754,975"
"2020","2019","RIN Originator","D4","Separated","82,592,779"
"2020","2019","RIN Originator","D5","Separated","915,813"
"2020","2019","RIN Originator","D5","Assigned","365,108"
"2020","2019","RIN Originator","D6","Separated","190,123,310"
"2020","2019","RIN Originator","D6","Assigned","49,290,729"
"2020","2019","RIN Originator","D7","Separated","39,840"
"2020","2019","RIN Owner","D3","Separated","48,255,540"
"2020","2019","RIN Owner","D3","Assigned","172,485"
"2020","2019","RIN Owner","D4","Separated","575,574,894"
"2020","2019","RIN Owner","D4","Assigned","33,563,688"
"2020","2019","RIN Owner","D5","Separated","9,954,999"
"2020","2019","RIN Owner","D5","Assigned","3,937,162"
"2020","2019","RIN Owner","D6","Separated","1,999,231,419"
"2020","2019","RIN Owner","D6","Assigned","92,876,456"
"2020","2018","Exporter","D3","Assigned","81,517"
"2020","2018","Exporter","D3","Separated","57,475"
"2020","2018","Exporter","D4","Separated","1,541,886"
"2020","2018","Exporter","D5","Separated","8,097"
"2020","2018","Exporter","D6","Separated","5,801,701"
"2020","2018","Exporter","D6","Assigned","5,423,115"
"2020","2018","Obligated Party","D3","Separated","9,696,395"
"2020","2018","Obligated Party","D4","Separated","103,078,931"
"2020","2018","Obligated Party","D5","Separated","2,681,088"
"2020","2018","Obligated Party","D6","Separated","283,072,458"
"2020","2018","RIN Originator","D3","Separated","103,372"
"2020","2018","RIN Originator","D3","Assigned","26,449"
"2020","2018","RIN Originator","D4","Assigned","214,725"
"2020","2018","RIN Originator","D4","Separated","38,800"
"2020","2018","RIN Originator","D6","Separated","3,737,058"
"2020","2018","RIN Owner","D3","Separated","7,338,226"
"2020","2018","RIN Owner","D4","Separated","95,777,341"
"2020","2018","RIN Owner","D4","Assigned","92,236"
"2020","2018","RIN Owner","D5","Separated","40,000"
"2020","2018","RIN Owner","D6","Separated","233,650,139"
"2019","2019","Exporter","D3","Separated","2,323,012"
"2019","2019","Exporter","D3","Assigned","981,802"
"2019","2019","Exporter","D4","Assigned","1,237,984,407"
"2019","2019","Exporter","D4","Separated","851,150,441"
"2019","2019","Exporter","D5","Assigned","75,026,300"
"2019","2019","Exporter","D5","Separated","11,283,502"
"2019","2019","Exporter","D6","Assigned","6,625,687,840"
"2019","2019","Exporter","D6","Separated","1,068,360,111"
"2019","2019","Exporter","D7","Separated","50,000"
"2019","2019","Obligated Party","D3","Separated","241,244,772"
"2019","2019","Obligated Party","D3","Assigned","8,551,551"
"2019","2019","Obligated Party","D4","Separated","2,093,652,461"
"2019","2019","Obligated Party","D4","Assigned","111,865,849"
"2019","2019","Obligated Party","D5","Separated","249,028,062"
"2019","2019","Obligated Party","D5","Assigned","54,422,501"
"2019","2019","Obligated Party","D6","Separated","10,433,843,703"
"2019","2019","Obligated Party","D6","Assigned","589,572,219"
"2019","2019","RIN Originator","D3","Separated","443,495,008"
"2019","2019","RIN Originator","D3","Assigned","5,551,901"
"2019","2019","RIN Originator","D4","Assigned","3,566,184,571"
"2019","2019","RIN Originator","D4","Separated","1,140,692,543"
"2019","2019","RIN Originator","D5","Assigned","85,253,137"
"2019","2019","RIN Originator","D5","Separated","17,183,078"
"2019","2019","RIN Originator","D6","Assigned","11,137,318,935"
"2019","2019","RIN Originator","D6","Separated","641,375,886"
"2019","2019","RIN Originator","D7","Separated","1,270,000"
"2019","2019","RIN Owner","D3","Separated","103,178,955"
"2019","2019","RIN Owner","D3","Assigned","3,077,669"
"2019","2019","RIN Owner","D4","Separated","1,989,373,311"
"2019","2019","RIN Owner","D4","Assigned","827,568,785"
"2019","2019","RIN Owner","D5","Separated","60,973,200"
"2019","2019","RIN Owner","D5","Assigned","2,918,997"
"2019","2019","RIN Owner","D6","Assigned","6,662,861,730"
"2019","2019","RIN Owner","D6","Separated","2,804,512,055"
"2019","2019","RIN Owner","D7","Separated","895,000"
"2019","2018","Exporter","D3","Separated","2,836,116"
"2019","2018","Exporter","D3","Assigned","134,248"
"2019","2018","Exporter","D4","Separated","159,316,224"
"2019","2018","Exporter","D4","Assigned","65,543,211"
"2019","2018","Exporter","D5","Separated","5,301,245"
"2019","2018","Exporter","D5","Assigned","1,846,956"
"2019","2018","Exporter","D6","Separated","541,580,416"
"2019","2018","Exporter","D6","Assigned","197,908,059"
"2019","2018","Obligated Party","D3","Separated","88,510,732"
"2019","2018","Obligated Party","D4","Separated","1,148,037,515"
"2019","2018","Obligated Party","D4","Assigned","7,318,761"
"2019","2018","Obligated Party","D5","Separated","53,123,490"
"2019","2018","Obligated Party","D5","Assigned","10,074,444"
"2019","2018","Obligated Party","D6","Separated","3,766,248,267"
"2019","2018","Obligated Party","D6","Assigned","33,583,476"
"2019","2018","Obligated Party","D7","Separated","400,000"
"2019","2018","RIN Originator","D3","Separated","67,852,166"
"2019","2018","RIN Originator","D4","Separated","373,855,593"
"2019","2018","RIN Originator","D4","Assigned","88,547,218"
"2019","2018","RIN Originator","D5","Separated","3,806,120"
"2019","2018","RIN Originator","D5","Assigned","16,054"
"2019","2018","RIN Originator","D6","Separated","882,280,145"
"2019","2018","RIN Originator","D6","Assigned","20,911,722"
"2019","2018","RIN Originator","D7","Separated","400,000"
"2019","2018","RIN Owner","D3","Separated","16,507,959"
"2019","2018","RIN Owner","D4","Separated","534,225,986"
"2019","2018","RIN Owner","D4","Assigned","37,107,274"
"2019","2018","RIN Owner","D5","Separated","22,352,488"
"2019","2018","RIN Owner","D6","Separated","1,215,399,299"
"2019","2018","RIN Owner","D6","Assigned","72,206,297"
"2019","2018","RIN Owner","D7","Separated","400,000"
"2019","2017","Exporter","D4","Separated","934,268"
"2019","2017","Exporter","D5","Assigned","180,066"
"2019","2017","Exporter","D5","Separated","31,606"
"2019","2017","Exporter","D6","Separated","1,122,334"
"2019","2017","Exporter","D6","Assigned","9,651"
"2019","2017","Obligated Party","D3","Separated","3,526,544"
"2019","2017","Obligated Party","D4","Separated","198,994,974"
"2019","2017","Obligated Party","D5","Separated","2,838,669"
"2019","2017","Obligated Party","D6","Separated","500,941,547"
"2019","2017","RIN Originator","D3","Separated","958,495"
"2019","2017","RIN Originator","D4","Separated","44,370,279"
"2019","2017","RIN Originator","D4","Assigned","846"
"2019","2017","RIN Originator","D5","Separated","16,408"
"2019","2017","RIN Originator","D6","Separated","127,316,181"
"2019","2017","RIN Originator","D6","Assigned","17"
"2019","2017","RIN Owner","D3","Separated","311,328"
"2019","2017","RIN Owner","D3","Assigned","12,478"
"2019","2017","RIN Owner","D4","Separated","31,418,063"
"2019","2017","RIN Owner","D5","Separated","300,000"
"2019","2017","RIN Owner","D5","Assigned","32,492"
"2019","2017","RIN Owner","D6","Separated","88,733,822"
"2019","2017","RIN Owner","D6","Assigned","13,153"
"2018","2018","Exporter","D3","Assigned","1,709,412"
"2018","2018","Exporter","D3","Separated","526,263"
"2018","2018","Exporter","D4","Assigned","1,665,730,639"
"2018","2018","Exporter","D4","Separated","481,128,758"
"2018","2018","Exporter","D5","Assigned","48,468,832"
"2018","2018","Exporter","D5","Separated","1,197,891"
"2018","2018","Exporter","D6","Assigned","6,435,054,050"
"2018","2018","Exporter","D6","Separated","919,397,165"
"2018","2018","Obligated Party","D3","Separated","153,385,503"
"2018","2018","Obligated Party","D3","Assigned","1,616,594"
"2018","2018","Obligated Party","D4","Separated","2,300,381,725"
"2018","2018","Obligated Party","D4","Assigned","34,965,724"
"2018","2018","Obligated Party","D5","Separated","95,387,943"
"2018","2018","Obligated Party","D5","Assigned","48,818,838"
"2018","2018","Obligated Party","D6","Separated","11,490,314,473"
"2018","2018","Obligated Party","D6","Assigned","381,850,639"
"2018","2018","RIN Originator","D3","Separated","274,665,325"
"2018","2018","RIN Originator","D3","Assigned","6,291,851"
"2018","2018","RIN Originator","D4","Assigned","3,129,591,322"
"2018","2018","RIN Originator","D4","Separated","530,424,974"
"2018","2018","RIN Originator","D5","Assigned","26,161,336"
"2018","2018","RIN Originator","D5","Separated","9,603,581"
"2018","2018","RIN Originator","D6","Assigned","11,478,781,329"
"2018","2018","RIN Originator","D6","Separated","616,544,026"
"2018","2018","RIN Originator","D7","Separated","2,451,256"
"2018","2018","RIN Owner","D3","Separated","79,845,747"
"2018","2018","RIN Owner","D3","Assigned","4,301,206"
"2018","2018","RIN Owner","D4","Separated","2,053,570,869"
"2018","2018","RIN Owner","D4","Assigned","590,236,322"
"2018","2018","RIN Owner","D5","Separated","13,421,402"
"2018","2018","RIN Owner","D5","Assigned","209,855"
"2018","2018","RIN Owner","D6","Assigned","6,987,879,456"
"2018","2018","RIN Owner","D6","Separated","3,748,310,733"
"2018","2018","RIN Owner","D7","Separated","2,440,000"
"2018","2017","Exporter","D3","Separated","225,010"
"2018","2017","Exporter","D3","Assigned","197,510"
"2018","2017","Exporter","D4","Separated","124,284,692"
"2018","2017","Exporter","D4","Assigned","65,751,711"
"2018","2017","Exporter","D5","Separated","1,527,783"
"2018","2017","Exporter","D5","Assigned","1,494,750"
"2018","2017","Exporter","D6","Separated","284,475,140"
"2018","2017","Exporter","D6","Assigned","158,297,934"
"2018","2017","Obligated Party","D3","Separated","77,886,653"
"2018","2017","Obligated Party","D4","Separated","1,175,594,613"
"2018","2017","Obligated Party","D4","Assigned","3,383,934"
"2018","2017","Obligated Party","D5","Separated","22,863,605"
"2018","2017","Obligated Party","D6","Separated","3,305,032,682"
"2018","2017","Obligated Party","D6","Assigned","24,634,696"
"2018","2017","Obligated Party","D7","Separated","742,892"
"2018","2017","RIN Originator","D3","Separated","38,112,785"
"2018","2017","RIN Originator","D4","Separated","167,787,602"
"2018","2017","RIN Originator","D4","Assigned","62,379,359"
"2018","2017","RIN Originator","D5","Separated","2,369,194"
"2018","2017","RIN Originator","D5","Assigned","32,588"
"2018","2017","RIN Originator","D6","Separated","473,601,011"
"2018","2017","RIN Originator","D6","Assigned","22,557,036"
"2018","2017","RIN Originator","D7","Separated","2,454,016"
"2018","2017","RIN Owner","D3","Separated","25,364,227"
"2018","2017","RIN Owner","D3","Assigned","58,001"
"2018","2017","RIN Owner","D4","Separated","564,331,439"
"2018","2017","RIN Owner","D4","Assigned","30,972,058"
"2018","2017","RIN Owner","D5","Separated","1,072,995"
"2018","2017","RIN Owner","D6","Separated","1,434,384,628"
"2018","2017","RIN Owner","D6","Assigned","96,680,793"
"2018","2016","Exporter","D4","Separated","38,516"
"2018","2016","Exporter","D5","Assigned","71,813"
"2018","2016","Exporter","D6","Separated","300,635"
"2018","2016","Exporter","D6","Assigned","16,997"
"2018","2016","Obligated Party","D3","Separated","6,741,482"
"2018","2016","Obligated Party","D4","Separated","165,543,002"
"2018","2016","Obligated Party","D5","Separated","601,180"
"2018","2016","Obligated Party","D6","Separated","429,105,062"
"2018","2016","RIN Originator","D3","Separated","126,494"
"2018","2016","RIN Originator","D4","Separated","16,282,758"
"2018","2016","RIN Originator","D6","Separated","26,309,765"
"2018","2016","RIN Originator","D6","Assigned","367,189"
"2018","2016","RIN Owner","D3","Separated","937,823"
"2018","2016","RIN Owner","D3","Assigned","203,996"
"2018","2016","RIN Owner","D4","Separated","20,683,701"
"2018","2016","RIN Owner","D4","Assigned","573"
"2018","2016","RIN Owner","D5","Separated","81,710"
"2018","2016","RIN Owner","D6","Separated","95,701,102"
"2018","2016","RIN Owner","D6","Assigned","57,710"
"2018","2015","Obligated Party","D4","Separated","6,856"
"2017","2017","Exporter","D3","Assigned","1,588,316"
"2017","2017","Exporter","D3","Separated","16,000"
"2017","2017","Exporter","D4","Assigned","913,665,464"
"2017","2017","Exporter","D4","Separated","388,183,872"
"2017","2017","Exporter","D5","Assigned","57,720,347"
"2017","2017","Exporter","D5","Separated","10,351,231"
"2017","2017","Exporter","D6","Assigned","5,221,163,747"
"2017","2017","Exporter","D6","Separated","683,132,066"
"2017","2017","Obligated Party","D3","Separated","152,116,277"
"2017","2017","Obligated Party","D3","Assigned","4,303,227"
"2017","2017","Obligated Party","D4","Separated","2,932,942,906"
"2017","2017","Obligated Party","D4","Assigned","290,151,822"
"2017","2017","Obligated Party","D5","Separated","130,350,810"
"2017","2017","Obligated Party","D5","Assigned","59,008,286"
"2017","2017","Obligated Party","D6","Separated","13,339,011,605"
"2017","2017","Obligated Party","D6","Assigned","2,020,866,978"
"2017","2017","RIN Originator","D3","Separated","220,249,548"
"2017","2017","RIN Originator","D3","Assigned","5,204,209"
"2017","2017","RIN Originator","D4","Assigned","3,309,031,404"
"2017","2017","RIN Originator","D4","Separated","626,050,385"
"2017","2017","RIN Originator","D5","Assigned","27,802,363"
"2017","2017","RIN Originator","D5","Separated","9,007,660"
"2017","2017","RIN Originator","D6","Assigned","11,491,385,870"
"2017","2017","RIN Originator","D6","Separated","772,182,029"
"2017","2017","RIN Originator","D7","Separated","1,374,542"
"2017","2017","RIN Owner","D3","Separated","68,431,073"
"2017","2017","RIN Owner","D3","Assigned","5,960,589"
"2017","2017","RIN Owner","D4","Separated","1,491,741,446"
"2017","2017","RIN Owner","D4","Assigned","450,959,730"
"2017","2017","RIN Owner","D5","Separated","5,544,318"
"2017","2017","RIN Owner","D5","Assigned","190,496"
"2017","2017","RIN Owner","D6","Assigned","6,599,876,234"
"2017","2017","RIN Owner","D6","Separated","3,045,336,021"
"2017","2017","RIN Owner","D7","Separated","250,000"
"2017","2016","Exporter","D3","Assigned","300,825"
"2017","2016","Exporter","D3","Separated","21,558"
"2017","2016","Exporter","D4","Separated","85,989,807"
"2017","2016","Exporter","D4","Assigned","49,611,439"
"2017","2016","Exporter","D5","Assigned","2,935,434"
"2017","2016","Exporter","D5","Separated","2,245,158"
"2017","2016","Exporter","D6","Separated","123,063,272"
"2017","2016","Exporter","D6","Assigned","81,206,737"
"2017","2016","Obligated Party","D3","Separated","32,039,705"
"2017","2016","Obligated Party","D4","Separated","1,025,742,216"
"2017","2016","Obligated Party","D4","Assigned","22,129,428"
"2017","2016","Obligated Party","D5","Separated","7,655,458"
"2017","2016","Obligated Party","D6","Separated","2,207,720,941"
"2017","2016","Obligated Party","D6","Assigned","35,840,693"
"2017","2016","RIN Originator","D3","Separated","23,839,289"
"2017","2016","RIN Originator","D4","Separated","169,686,646"
"2017","2016","RIN Originator","D4","Assigned","82,633,122"
"2017","2016","RIN Originator","D5","Separated","2,347,516"
"2017","2016","RIN Originator","D5","Assigned","1,077,635"
"2017","2016","RIN Originator","D6","Separated","257,577,055"
"2017","2016","RIN Originator","D6","Assigned","19,017,923"
"2017","2016","RIN Owner","D3","Separated","13,457,805"
"2017","2016","RIN Owner","D4","Separated","307,816,631"
"2017","2016","RIN Owner","D4","Assigned","30,796,522"
"2017","2016","RIN Owner","D5","Separated","1,364,324"
"2017","2016","RIN Owner","D5","Assigned","190,648"
"2017","2016","RIN Owner","D6","Separated","707,754,118"
"2017","2016","RIN Owner","D6","Assigned","121,008,415"
"2017","2015","Exporter","D3","Assigned","29,000"
"2017","2015","Exporter","D4","Separated","23,937"
"2017","2015","Exporter","D6","Separated","2,319,270"
"2017","2015","Exporter","D6","Assigned","482,873"
"2017","2015","Obligated Party","D3","Separated","14,254,186"
"2017","2015","Obligated Party","D4","Separated","13,148,138"
"2017","2015","Obligated Party","D5","Separated","4,888,943"
"2017","2015","Obligated Party","D6","Separated","75,061,611"
"2017","2015","Obligated Party","D6","Assigned","16,233,085"
"2017","2015","RIN Originator","D4","Separated","763,942"
"2017","2015","RIN Originator","D5","Separated","15,198"
"2017","2015","RIN Originator","D6","Separated","4,945,192"
"2017","2015","RIN Originator","D6","Assigned","16,917"
"2017","2015","RIN Owner","D3","Separated","184,587"
"2017","2015","RIN Owner","D4","Separated","2,534,797"
"2017","2015","RIN Owner","D5","Separated","1,060,701"
"2017","2015","RIN Owner","D5","Assigned","249,948"
"2017","2015","RIN Owner","D6","Separated","23,978,407"
"2017","2014","Obligated Party","D4","Separated","5,200,578"
"2017","2014","RIN Owner","D4","Separated","20,591"
"2017","2014","RIN Owner","D6","Separated","1"
"2016","2016","Exporter","D3","Assigned","2,438,377"
"2016","2016","Exporter","D3","Separated","1,500,000"
"2016","2016","Exporter","D4","Assigned","1,452,700,564"
"2016","2016","Exporter","D4","Separated","538,426,107"
"2016","2016","Exporter","D5","Assigned","30,624,504"
"2016","2016","Exporter","D5","Separated","2,050,000"
"2016","2016","Exporter","D6","Assigned","5,948,945,531"
"2016","2016","Exporter","D6","Separated","1,197,962,580"
"2016","2016","Obligated Party","D3","Separated","89,842,927"
"2016","2016","Obligated Party","D4","Separated","2,284,761,075"
"2016","2016","Obligated Party","D4","Assigned","306,724,311"
"2016","2016","Obligated Party","D5","Separated","44,450,924"
"2016","2016","Obligated Party","D5","Assigned","14,092,163"
"2016","2016","Obligated Party","D6","Separated","11,864,034,595"
"2016","2016","Obligated Party","D6","Assigned","274,598,249"
"2016","2016","RIN Originator","D3","Separated","190,789,487"
"2016","2016","RIN Originator","D3","Assigned","3,756,197"
"2016","2016","RIN Originator","D4","Assigned","3,410,552,083"
"2016","2016","RIN Originator","D4","Separated","445,625,331"
"2016","2016","RIN Originator","D5","Assigned","28,504,157"
"2016","2016","RIN Originator","D5","Separated","2,672,979"
"2016","2016","RIN Originator","D6","Assigned","11,459,487,213"
"2016","2016","RIN Originator","D6","Separated","609,343,743"
"2016","2016","RIN Originator","D7","Separated","480,988"
"2016","2016","RIN Owner","D3","Separated","55,359,037"
"2016","2016","RIN Owner","D3","Assigned","1,606,670"
"2016","2016","RIN Owner","D4","Separated","1,779,599,053"
"2016","2016","RIN Owner","D4","Assigned","501,807,221"
"2016","2016","RIN Owner","D5","Assigned","9,513,599"
"2016","2016","RIN Owner","D5","Separated","3,488,292"
"2016","2016","RIN Owner","D6","Assigned","7,499,620,341"
"2016","2016","RIN Owner","D6","Separated","2,454,430,484"
"2016","2015","Exporter","D3","Separated","2,027,000"
"2016","2015","Exporter","D3","Assigned","1,335,062"
"2016","2015","Exporter","D4","Separated","82,148,266"
"2016","2015","Exporter","D4","Assigned","22,134,571"
"2016","2015","Exporter","D5","Separated","319,028"
"2016","2015","Exporter","D5","Assigned","173,509"
"2016","2015","Exporter","D6","Separated","314,925,563"
"2016","2015","Exporter","D6","Assigned","138,150,636"
"2016","2015","Obligated Party","D3","Separated","40,474,329"
"2016","2015","Obligated Party","D4","Separated","639,754,752"
"2016","2015","Obligated Party","D4","Assigned","298,235"
"2016","2015","Obligated Party","D5","Separated","33,936,995"
"2016","2015","Obligated Party","D6","Separated","3,093,416,071"
"2016","2015","Obligated Party","D6","Assigned","5,054,814"
"2016","2015","RIN Originator","D3","Separated","22,634,919"
"2016","2015","RIN Originator","D3","Assigned","29,000"
"2016","2015","RIN Originator","D4","Separated","49,695,188"
"2016","2015","RIN Originator","D4","Assigned","41,781,666"
"2016","2015","RIN Originator","D5","Separated","3,627,304"
"2016","2015","RIN Originator","D5","Assigned","48,308"
"2016","2015","RIN Originator","D6","Separated","199,060,180"
"2016","2015","RIN Originator","D6","Assigned","36,196,550"
"2016","2015","RIN Originator","D7","Separated","90,000"
"2016","2015","RIN Owner","D3","Separated","6,156,376"
"2016","2015","RIN Owner","D4","Separated","224,245,748"
"2016","2015","RIN Owner","D4","Assigned","23,511,106"
"2016","2015","RIN Owner","D5","Separated","1,265,546"
"2016","2015","RIN Owner","D5","Assigned","469,260"
"2016","2015","RIN Owner","D6","Separated","602,264,586"
"2016","2015","RIN Owner","D6","Assigned","115,720,235"
"2016","2015","RIN Owner","D7","Separated","90,000"
"2016","2014","Exporter","D4","Separated","2,244,947"
"2016","2014","Exporter","D6","Assigned","11,633,545"
"2016","2014","Exporter","D6","Separated","7,974,896"
"2016","2014","Obligated Party","D3","Separated","18,646,028"
"2016","2014","Obligated Party","D4","Separated","193,454,946"
"2016","2014","Obligated Party","D5","Separated","13,444,088"
"2016","2014","Obligated Party","D6","Separated","1,193,339,240"
"2016","2014","RIN Originator","D3","Separated","598,964"
"2016","2014","RIN Originator","D4","Separated","9,324,504"
"2016","2014","RIN Originator","D4","Assigned","701,447"
"2016","2014","RIN Originator","D5","Separated","698,827"
"2016","2014","RIN Originator","D6","Separated","7,025,225"
"2016","2014","RIN Originator","D6","Assigned","368,214"
"2016","2014","RIN Originator","D7","Separated","15,449"
"2016","2014","RIN Owner","D3","Separated","508,167"
"2016","2014","RIN Owner","D4","Separated","82,576,984"
"2016","2014","RIN Owner","D5","Separated","4,588"
