Compliance Year,RIN Year,Categories,Fuel (D Code),Assignment,Total RINs
"2016","2014","RIN Owner","D6","Separated","282,094,525"
"2016","2013","Exporter","D4","Separated","514,794"
"2016","2013","Exporter","D5","Assigned","165,708"
"2016","2013","Exporter","D6","Assigned","417,694"
"2016","2013","Exporter","D6","Separated","72,800"
"2016","2013","Obligated Party","D3","Separated","1,703"
"2016","2013","Obligated Party","D4","Separated","136,605,352"
"2016","2013","Obligated Party","D5","Separated","25,610,919"
"2016","2013","Obligated Party","D6","Separated","495,667,517"
"2016","2013","RIN Originator","D4","Separated","3,219,819"
"2016","2013","RIN Originator","D4","Assigned","1,340,801"
"2016","2013","RIN Originator","D5","Separated","14,692"
"2016","2013","RIN Originator","D6","Separated","218,874"
"2016","2013","RIN Owner","D4","Separated","9,403,634"
"2016","2013","RIN Owner","D5","Separated","386,789"
"2016","2013","RIN Owner","D6","Separated","20,933,111"
"2016","2013","RIN Owner","D6","Assigned","640,774"
"2016","2012","Obligated Party","D4","Separated","7,763,206"
"2016","2012","Obligated Party","D5","Separated","5,079,085"
"2016","2012","Obligated Party","D6","Separated","48,858,577"
"2016","2012","RIN Originator","D5","Separated","2,145"
"2016","2012","RIN Originator","D6","Separated","751"
"2016","2012","RIN Owner","D6","Separated","831,306"
"2015","2015","Exporter","D3","Assigned","613,527"
"2015","2015","Exporter","D4","Assigned","621,295,752"
"2015","2015","Exporter","D4","Separated","269,572,816"
"2015","2015","Exporter","D5","Assigned","14,711,773"
"2015","2015","Exporter","D5","Separated","9,449,902"
"2015","2015","Exporter","D6","Assigned","5,460,982,485"
"2015","2015","Exporter","D6","Separated","1,242,928,155"
"2015","2015","Obligated Party","D3","Separated","34,323,183"
"2015","2015","Obligated Party","D4","Separated","1,219,664,208"
"2015","2015","Obligated Party","D4","Assigned","122,857,105"
"2015","2015","Obligated Party","D5","Separated","121,894,246"
"2015","2015","Obligated Party","D5","Assigned","39,482,134"
"2015","2015","Obligated Party","D6","Separated","11,201,577,008"
"2015","2015","Obligated Party","D6","Assigned","406,125,943"
"2015","2015","RIN Originator","D3","Separated","137,802,143"
"2015","2015","RIN Originator","D3","Assigned","2,151,871"
"2015","2015","RIN Originator","D4","Assigned","2,640,207,130"
"2015","2015","RIN Originator","D4","Separated","220,385,474"
"2015","2015","RIN Originator","D5","Assigned","52,082,662"
"2015","2015","RIN Originator","D5","Separated","4,971,213"
"2015","2015","RIN Originator","D6","Assigned","12,606,440,459"
"2015","2015","RIN Originator","D6","Separated","621,347,023"
"2015","2015","RIN Originator","D7","Separated","100,000"
"2015","2015","RIN Owner","D3","Separated","47,990,564"
"2015","2015","RIN Owner","D3","Assigned","113,060"
"2015","2015","RIN Owner","D4","Separated","1,108,959,578"
"2015","2015","RIN Owner","D4","Assigned","698,589,788"
"2015","2015","RIN Owner","D5","Assigned","17,680,452"
"2015","2015","RIN Owner","D5","Separated","5,634,788"
"2015","2015","RIN Owner","D6","Assigned","6,059,876,872"
"2015","2015","RIN Owner","D6","Separated","2,428,005,398"
"2015","2014","Exporter","D3","Assigned","692,127"
"2015","2014","Exporter","D4","Separated","70,466,904"
"2015","2014","Exporter","D4","Assigned","62,083,482"
"2015","2014","Exporter","D5","Separated","365,869"
"2015","2014","Exporter","D6","Separated","231,952,430"
"2015","2014","Exporter","D6","Assigned","98,622,019"
"2015","2014","Obligated Party","D3","Separated","13,964,328"
"2015","2014","Obligated Party","D4","Separated","554,044,121"
"2015","2014","Obligated Party","D4","Assigned","6,146,019"
"2015","2014","Obligated Party","D5","Separated","33,213,240"
"2015","2014","Obligated Party","D6","Separated","2,841,274,712"
"2015","2014","Obligated Party","D6","Assigned","24,022,460"
"2015","2014","RIN Originator","D3","Separated","11,256,102"
"2015","2014","RIN Originator","D3","Assigned","44,866"
"2015","2014","RIN Originator","D4","Assigned","60,550,855"
"2015","2014","RIN Originator","D4","Separated","43,758,138"
"2015","2014","RIN Originator","D5","Separated","937,253"
"2015","2014","RIN Originator","D5","Assigned","298,459"
"2015","2014","RIN Originator","D6","Assigned","78,029,629"
"2015","2014","RIN Originator","D6","Separated","69,829,645"
"2015","2014","RIN Owner","D3","Separated","11,818,428"
"2015","2014","RIN Owner","D4","Separated","268,408,502"
"2015","2014","RIN Owner","D4","Assigned","44,633,607"
"2015","2014","RIN Owner","D5","Separated","1,299,573"
"2015","2014","RIN Owner","D5","Assigned","724,075"
"2015","2014","RIN Owner","D6","Separated","545,465,828"
"2015","2014","RIN Owner","D6","Assigned","84,778,423"
"2015","2013","Exporter","D4","Separated","4,486,415"
"2015","2013","Exporter","D5","Separated","300,000"
"2015","2013","Exporter","D6","Assigned","1,551,234"
"2015","2013","Exporter","D6","Separated","1,395,933"
"2015","2013","Obligated Party","D4","Separated","57,539,457"
"2015","2013","Obligated Party","D5","Separated","41,868,863"
"2015","2013","Obligated Party","D6","Separated","206,854,778"
"2015","2013","RIN Originator","D4","Separated","513,865"
"2015","2013","RIN Originator","D5","Separated","248,289"
"2015","2013","RIN Originator","D6","Assigned","444,185"
"2015","2013","RIN Originator","D6","Separated","109,052"
"2015","2013","RIN Owner","D4","Separated","3,094,104"
"2015","2013","RIN Owner","D4","Assigned","162,500"
"2015","2013","RIN Owner","D5","Separated","240,414"
"2015","2013","RIN Owner","D5","Assigned","44,136"
"2015","2013","RIN Owner","D6","Separated","12,914,957"
"2015","2012","Exporter","D4","Separated","6,648"
"2015","2012","Exporter","D6","Separated","182,087"
"2015","2012","Obligated Party","D4","Separated","479,066"
"2015","2012","Obligated Party","D6","Separated","4,227,494"
"2015","2012","RIN Originator","D6","Assigned","22,167"
"2015","2012","RIN Owner","D4","Separated","27,699"
"2015","2012","RIN Owner","D6","Separated","134,121"
"2014","2014","Exporter","D4","Assigned","649,160,562"
"2014","2014","Exporter","D4","Separated","354,306,860"
"2014","2014","Exporter","D5","Assigned","36,426,426"
"2014","2014","Exporter","D5","Separated","11,964,670"
"2014","2014","Exporter","D6","Assigned","7,141,468,673"
"2014","2014","Exporter","D6","Separated","1,188,599,768"
"2014","2014","Exporter","D7","Separated","30,000"
"2014","2014","Obligated Party","D3","Separated","967,778"
"2014","2014","Obligated Party","D4","Separated","967,396,931"
"2014","2014","Obligated Party","D4","Assigned","63,554,150"
"2014","2014","Obligated Party","D5","Separated","54,115,949"
"2014","2014","Obligated Party","D5","Assigned","9,667,412"
"2014","2014","Obligated Party","D6","Separated","11,839,881,246"
"2014","2014","Obligated Party","D6","Assigned","456,708,930"
"2014","2014","RIN Originator","D3","Separated","21,454,684"
"2014","2014","RIN Originator","D3","Assigned","727,811"
"2014","2014","RIN Originator","D4","Assigned","2,506,958,776"
"2014","2014","RIN Originator","D4","Separated","156,563,170"
"2014","2014","RIN Originator","D5","Assigned","43,523,403"
"2014","2014","RIN Originator","D5","Separated","28,413,089"
"2014","2014","RIN Originator","D6","Assigned","12,106,796,897"
"2014","2014","RIN Originator","D6","Separated","646,822,005"
"2014","2014","RIN Originator","D7","Separated","30,000"
"2014","2014","RIN Originator","D7","Assigned","8,859"
"2014","2014","RIN Owner","D3","Separated","1,996,412"
"2014","2014","RIN Owner","D3","Assigned","29,190"
"2014","2014","RIN Owner","D4","Separated","997,530,394"
"2014","2014","RIN Owner","D4","Assigned","553,144,431"
"2014","2014","RIN Owner","D5","Separated","8,565,353"
"2014","2014","RIN Owner","D6","Assigned","4,186,271,337"
"2014","2014","RIN Owner","D6","Separated","2,484,102,783"
"2014","2013","Exporter","D4","Separated","80,902,070"
"2014","2013","Exporter","D4","Assigned","54,975,952"
"2014","2013","Exporter","D5","Separated","2,246,055"
"2014","2013","Exporter","D5","Assigned","1,516,438"
"2014","2013","Exporter","D6","Separated","162,445,157"
"2014","2013","Exporter","D6","Assigned","155,279,045"
"2014","2013","Obligated Party","D3","Separated","11,613"
"2014","2013","Obligated Party","D4","Separated","354,881,539"
"2014","2013","Obligated Party","D4","Assigned","7,663,580"
"2014","2013","Obligated Party","D5","Separated","70,045,946"
"2014","2013","Obligated Party","D5","Assigned","948,463"
"2014","2013","Obligated Party","D6","Separated","2,041,196,378"
"2014","2013","Obligated Party","D6","Assigned","16,943,937"
"2014","2013","RIN Originator","D3","Separated","146,704"
"2014","2013","RIN Originator","D4","Assigned","56,213,143"
"2014","2013","RIN Originator","D4","Separated","35,931,308"
"2014","2013","RIN Originator","D5","Separated","3,430,522"
"2014","2013","RIN Originator","D5","Assigned","32,634"
"2014","2013","RIN Originator","D6","Separated","78,564,403"
"2014","2013","RIN Originator","D6","Assigned","46,975,374"
"2014","2013","RIN Owner","D3","Separated","21,186"
"2014","2013","RIN Owner","D4","Separated","251,979,679"
"2014","2013","RIN Owner","D4","Assigned","32,257,787"
"2014","2013","RIN Owner","D5","Separated","7,361,608"
"2014","2013","RIN Owner","D5","Assigned","277,175"
"2014","2013","RIN Owner","D6","Separated","562,709,524"
"2014","2013","RIN Owner","D6","Assigned","54,269,015"
"2014","2012","Exporter","D4","Separated","1,000,876"
"2014","2012","Exporter","D5","Assigned","40,638"
"2014","2012","Exporter","D6","Assigned","3,766,154"
"2014","2012","Exporter","D6","Separated","2,559,472"
"2014","2012","Obligated Party","D4","Separated","28,098,566"
"2014","2012","Obligated Party","D5","Separated","8,937,285"
"2014","2012","Obligated Party","D6","Separated","172,438,064"
"2014","2012","RIN Originator","D4","Separated","92,887"
"2014","2012","RIN Originator","D4","Assigned","49,701"
"2014","2012","RIN Originator","D5","Separated","27,211"
"2014","2012","RIN Originator","D6","Assigned","541,121"
"2014","2012","RIN Originator","D6","Separated","17,336"
"2014","2012","RIN Owner","D4","Separated","1,581,764"
"2014","2012","RIN Owner","D4","Assigned","67,094"
"2014","2012","RIN Owner","D5","Separated","2,184,555"
"2014","2012","RIN Owner","D6","Separated","7,471,203"
"2013","2013","Exporter","D4","Assigned","695,236,623"
"2013","2013","Exporter","D4","Separated","405,302,574"
"2013","2013","Exporter","D5","Separated","132,380,666"
"2013","2013","Exporter","D5","Assigned","113,081,970"
"2013","2013","Exporter","D6","Assigned","6,058,725,703"
"2013","2013","Exporter","D6","Separated","1,141,347,638"
"2013","2013","Obligated Party","D3","Separated","156,277"
"2013","2013","Obligated Party","D4","Separated","1,406,644,690"
"2013","2013","Obligated Party","D4","Assigned","236,360,231"
"2013","2013","Obligated Party","D5","Separated","404,421,803"
"2013","2013","Obligated Party","D5","Assigned","116,840,087"
"2013","2013","Obligated Party","D6","Separated","11,361,628,977"
"2013","2013","Obligated Party","D6","Assigned","627,213,586"
"2013","2013","RIN Originator","D3","Assigned","422,740"
"2013","2013","RIN Originator","D3","Separated","21,186"
"2013","2013","RIN Originator","D4","Assigned","2,595,063,383"
"2013","2013","RIN Originator","D4","Separated","101,672,638"
"2013","2013","RIN Originator","D5","Separated","118,793,516"
"2013","2013","RIN Originator","D5","Assigned","33,338,930"
"2013","2013","RIN Originator","D6","Assigned","11,487,045,339"
"2013","2013","RIN Originator","D6","Separated","922,678,640"
"2013","2013","RIN Originator","D7","Assigned","395,777"
"2013","2013","RIN Owner","D3","Assigned","34,633"
"2013","2013","RIN Owner","D4","Separated","618,200,201"
"2013","2013","RIN Owner","D4","Assigned","581,515,086"
"2013","2013","RIN Owner","D5","Separated","16,044,665"
"2013","2013","RIN Owner","D5","Assigned","434,783"
"2013","2013","RIN Owner","D6","Assigned","4,348,730,733"
"2013","2013","RIN Owner","D6","Separated","1,685,606,362"
"2013","2013","RIN Owner","D7","Assigned","61,056"
"2013","2012","Exporter","D4","Separated","24,005,952"
"2013","2012","Exporter","D4","Assigned","8,555,273"
"2013","2012","Exporter","D5","Separated","10,490,179"
"2013","2012","Exporter","D5","Assigned","5,713,930"
"2013","2012","Exporter","D6","Separated","425,007,892"
"2013","2012","Exporter","D6","Assigned","83,791,979"
"2013","2012","Obligated Party","D4","Separated","239,997,202"
"2013","2012","Obligated Party","D4","Assigned","1,930,737"
"2013","2012","Obligated Party","D5","Separated","179,446,282"
"2013","2012","Obligated Party","D6","Separated","2,341,018,809"
"2013","2012","Obligated Party","D6","Assigned","9,888,831"
"2013","2012","RIN Originator","D4","Separated","15,210,013"
"2013","2012","RIN Originator","D4","Assigned","9,254,434"
"2013","2012","RIN Originator","D5","Separated","5,334,332"
"2013","2012","RIN Originator","D5","Assigned","162,577"
"2013","2012","RIN Originator","D6","Separated","155,072,422"
"2013","2012","RIN Originator","D6","Assigned","55,094,761"
"2013","2012","RIN Owner","D4","Separated","82,662,121"
"2013","2012","RIN Owner","D4","Assigned","11,239,558"
"2013","2012","RIN Owner","D5","Separated","8,719,992"
"2013","2012","RIN Owner","D6","Separated","542,941,039"
"2013","2012","RIN Owner","D6","Assigned","93,770,415"
"2013","2011","Exporter","D4","Separated","984,934"
"2013","2011","Exporter","D6","Separated","7,536,401"
"2013","2011","Obligated Party","D4","Separated","42,930,170"
"2013","2011","Obligated Party","D5","Separated","4,292,690"
"2013","2011","Obligated Party","D6","Separated","301,399,468"
"2013","2011","RIN Originator","D4","Separated","73,596"
"2013","2011","RIN Originator","D4","Assigned","5,784"
"2013","2011","RIN Originator","D6","Separated","5,436,000"
"2013","2011","RIN Owner","D4","Separated","4,421,458"
"2013","2011","RIN Owner","D6","Separated","21,064,459"
"2012","2012","Exporter","D4","Assigned","574,764,848"
"2012","2012","Exporter","D4","Separated","220,580,715"
"2012","2012","Exporter","D5","Separated","74,870,516"
"2012","2012","Exporter","D5","Assigned","6,540,550"
"2012","2012","Exporter","D6","Assigned","4,308,765,830"
"2012","2012","Exporter","D6","Separated","942,736,773"
"2012","2012","Obligated Party","D4","Separated","710,639,253"
"2012","2012","Obligated Party","D4","Assigned","84,587,859"
"2012","2012","Obligated Party","D5","Separated","477,000,188"
"2012","2012","Obligated Party","D5","Assigned","133,290,342"
"2012","2012","Obligated Party","D6","Separated","7,688,674,200"
"2012","2012","Obligated Party","D6","Assigned","283,505,815"
"2012","2012","Obligated Party","D7","Separated","1,741"
"2012","2012","RIN Originator","D4","Assigned","1,559,524,130"
"2012","2012","RIN Originator","D4","Separated","130,548,607"
"2012","2012","RIN Originator","D5","Assigned","69,564,412"
"2012","2012","RIN Originator","D5","Separated","54,701,017"
"2012","2012","RIN Originator","D6","Assigned","11,064,819,443"
"2012","2012","RIN Originator","D6","Separated","769,594,260"
"2012","2012","RIN Originator","D7","Assigned","1,741"
"2012","2012","RIN Originator","D7","Separated","1,741"
"2012","2012","RIN Owner","D4","Separated","576,145,716"
"2012","2012","RIN Owner","D4","Assigned","565,918,254"
"2012","2012","RIN Owner","D5","Separated","19,018,042"
"2012","2012","RIN Owner","D5","Assigned","11,897,796"
"2012","2012","RIN Owner","D6","Assigned","6,092,346,461"
"2012","2012","RIN Owner","D6","Separated","1,757,047,839"
"2012","2012","RIN Owner","D7","Separated","1,741"
"2012","2011","Exporter","D4","Separated","97,343,978"
"2012","2011","Exporter","D4","Assigned","25,680,825"
"2012","2011","Exporter","D5","Separated","5,313,593"
"2012","2011","Exporter","D6","Separated","250,268,170"
"2012","2011","Exporter","D6","Assigned","115,211,928"
"2012","2011","Obligated Party","D4","Separated","303,384,664"
"2012","2011","Obligated Party","D4","Assigned","1,272,142"
"2012","2011","Obligated Party","D5","Separated","35,672,825"
"2012","2011","Obligated Party","D5","Assigned","1,857,398"
"2012","2011","Obligated Party","D6","Separated","2,296,981,463"
"2012","2011","Obligated Party","D6","Assigned","11,685,014"
"2012","2011","RIN Originator","D4","Separated","24,857,435"
"2012","2011","RIN Originator","D4","Assigned","12,301,461"
"2012","2011","RIN Originator","D5","Separated","4,414,628"
"2012","2011","RIN Originator","D5","Assigned","326,159"
"2012","2011","RIN Originator","D6","Separated","166,041,287"
"2012","2011","RIN Originator","D6","Assigned","65,622,139"
"2012","2011","RIN Owner","D4","Separated","167,158,443"
"2012","2011","RIN Owner","D4","Assigned","28,451,801"
"2012","2011","RIN Owner","D5","Separated","5,706,861"
"2012","2011","RIN Owner","D6","Separated","1,154,812,294"
"2012","2011","RIN Owner","D6","Assigned","105,472,905"
"2012","2010","Exporter","D4","Separated","406,119"
"2012","2010","Obligated Party","D4","Separated","6,986,005"
"2012","2010","Obligated Party","D4","Assigned","363,788"
"2012","2010","Obligated Party","D5","Separated","237,078"
"2012","2010","Obligated Party","D6","Separated","169,241,680"
"2012","2010","RIN Owner","D4","Separated","861,999"
"2012","2010","RIN Owner","D6","Separated","76,870,722"
"2011","2011","Exporter","D4","Assigned","451,286,006"
"2011","2011","Exporter","D4","Separated","70,171,706"
"2011","2011","Exporter","D5","Separated","55,108,229"
"2011","2011","Exporter","D5","Assigned","6,974,491"
"2011","2011","Exporter","D6","Assigned","4,202,758,422"
"2011","2011","Exporter","D6","Separated","638,237,341"
"2011","2011","Obligated Party","D4","Separated","1,333,201,816"
"2011","2011","Obligated Party","D4","Assigned","96,830,653"
"2011","2011","Obligated Party","D5","Separated","321,701,474"
"2011","2011","Obligated Party","D5","Assigned","80,597,980"
"2011","2011","Obligated Party","D6","Separated","9,322,076,947"
"2011","2011","Obligated Party","D6","Assigned","269,091,406"
"2011","2011","RIN Originator","D4","Assigned","1,460,624,878"
"2011","2011","RIN Originator","D4","Separated","168,065,054"
"2011","2011","RIN Originator","D5","Separated","65,467,480"
"2011","2011","RIN Originator","D5","Assigned","54,478,539"
"2011","2011","RIN Originator","D6","Assigned","11,654,120,857"
"2011","2011","RIN Originator","D6","Separated","557,605,063"
"2011","2011","RIN Owner","D4","Separated","577,402,944"
"2011","2011","RIN Owner","D4","Assigned","505,148,053"
"2011","2011","RIN Owner","D5","Separated","37,677,208"
"2011","2011","RIN Owner","D5","Assigned","5,512,579"
"2011","2011","RIN Owner","D6","Assigned","5,842,024,118"
"2011","2011","RIN Owner","D6","Separated","1,987,646,006"
"2011","2010","Exporter","D4","Separated","8,456,156"
"2011","2010","Exporter","D4","Assigned","3,019,594"
"2011","2010","Exporter","D5","Assigned","1,873,305"
"2011","2010","Exporter","D5","Separated","115,287"
"2011","2010","Exporter","D6","Assigned","169,355,241"
"2011","2010","Exporter","D6","Separated","97,218,544"
"2011","2010","Obligated Party","D4","Separated","69,179,179"
"2011","2010","Obligated Party","D4","Assigned","3,165,303"
"2011","2010","Obligated Party","D5","Separated","5,277,467"
"2011","2010","Obligated Party","D6","Separated","1,765,118,760"
"2011","2010","Obligated Party","D6","Assigned","46,993,512"
"2011","2010","RIN Originator","D4","Separated","8,644,577"
"2011","2010","RIN Originator","D4","Assigned","4,081,113"
"2011","2010","RIN Originator","D5","Separated","4,234,158"
"2011","2010","RIN Originator","D5","Assigned","432,354"
"2011","2010","RIN Originator","D6","Separated","87,930,748"
"2011","2010","RIN Originator","D6","Assigned","63,421,432"
"2011","2010","RIN Owner","D4","Separated","41,274,387"
"2011","2010","RIN Owner","D4","Assigned","5,416,607"
"2011","2010","RIN Owner","D5","Separated","274,794"
"2011","2010","RIN Owner","D6","Separated","762,180,124"
"2011","2010","RIN Owner","D6","Assigned","121,622,662"
"2010","2011","Exporter","D6","Assigned","58,438"
"2010","2011","Obligated Party","D4","Separated","419,858"
"2010","2011","RIN Originator","D4","Separated","1,000,000"
"2010","2011","RIN Originator","D6","Assigned","395,956"
"2010","2011","RIN Originator","D6","Separated","63,793"
"2010","2011","RIN Owner","D4","Separated","566,256"
"2010","2011","RIN Owner","D6","Assigned","2,751,617"
"2010","2010","Exporter","D4","Assigned","27,686,514"
"2010","2010","Exporter","D4","Separated","20,441,660"
"2010","2010","Exporter","D5","Separated","787,683"
"2010","2010","Exporter","D6","Assigned","1,564,937,101"
"2010","2010","Exporter","D6","Separated","164,930,260"
"2010","2010","Obligated Party","D4","Separated","101,933,222"
"2010","2010","Obligated Party","D4","Assigned","6,879,163"
"2010","2010","Obligated Party","D5","Separated","2,734,396"
"2010","2010","Obligated Party","D6","Separated","2,351,757,797"
"2010","2010","Obligated Party","D6","Assigned","165,301,504"
"2010","2010","RIN Originator","D4","Assigned","260,670,726"
"2010","2010","RIN Originator","D4","Separated","54,527,525"
"2010","2010","RIN Originator","D5","Separated","21,782,106"
"2010","2010","RIN Originator","D5","Assigned","4,811,996"
"2010","2010","RIN Originator","D6","Assigned","6,707,767,376"
"2010","2010","RIN Originator","D6","Separated","107,537,566"
"2010","2010","RIN Owner","D4","Separated","123,174,445"
"2010","2010","RIN Owner","D4","Assigned","101,122,466"
"2010","2010","RIN Owner","D5","Separated","12,469,228"
"2010","2010","RIN Owner","D6","Assigned","3,503,124,105"
"2010","2010","RIN Owner","D6","Separated","831,968,787"
