Transfer Date by Week,Transfer Year,RIN Year,Fuel (D Code),Assignment,QAP Type,Total RINs Traded
"12/30/2013","2014","2014","D6","Assigned","Unverified","112,927,742"
"12/30/2013","2014","2014","D6","Separated","Unverified","5,286,374"
"1/6/2014","2014","2012","D6","Separated","Unverified","500,000"
"1/6/2014","2014","2013","D6","Assigned","Unverified","108,922,018"
"1/6/2014","2014","2013","D6","Separated","Unverified","214,827,440"
"1/6/2014","2014","2014","D6","Assigned","Unverified","294,639,912"
"1/6/2014","2014","2014","D6","Separated","Unverified","11,046,119"
"1/13/2014","2014","2012","D6","Separated","Unverified","41,921"
"1/13/2014","2014","2013","D6","Assigned","Unverified","30,069,806"
"1/13/2014","2014","2013","D6","Separated","Unverified","241,666,423"
"1/13/2014","2014","2014","D6","Assigned","Unverified","399,952,477"
"1/13/2014","2014","2014","D6","Separated","Unverified","29,155,350"
"1/20/2014","2014","2012","D6","Assigned","Unverified","85,000"
"1/20/2014","2014","2012","D6","Separated","Unverified","3,204,215"
"1/20/2014","2014","2013","D6","Assigned","Unverified","13,797,590"
"1/20/2014","2014","2013","D6","Separated","Unverified","166,741,931"
"1/20/2014","2014","2014","D6","Assigned","Unverified","432,584,403"
"1/20/2014","2014","2014","D6","Separated","Unverified","46,078,763"
"1/27/2014","2014","2012","D6","Assigned","Unverified","3,766,154"
"1/27/2014","2014","2012","D6","Separated","Unverified","3,572,019"
"1/27/2014","2014","2013","D6","Assigned","Unverified","11,576,415"
"1/27/2014","2014","2013","D6","Separated","Unverified","231,649,014"
"1/27/2014","2014","2014","D6","Assigned","Unverified","447,792,456"
"1/27/2014","2014","2014","D6","Separated","Unverified","87,884,165"
"2/3/2014","2014","2012","D6","Separated","Unverified","1,167,961"
"2/3/2014","2014","2013","D6","Assigned","Unverified","162,523"
"2/3/2014","2014","2013","D6","Separated","Unverified","80,869,086"
"2/3/2014","2014","2014","D6","Assigned","Unverified","408,400,452"
"2/3/2014","2014","2014","D6","Separated","Unverified","128,505,128"
"2/10/2014","2014","2012","D6","Separated","Unverified","1,500,000"
"2/10/2014","2014","2013","D6","Assigned","Unverified","8,116"
"2/10/2014","2014","2013","D6","Separated","Unverified","84,720,118"
"2/10/2014","2014","2014","D6","Assigned","Unverified","454,463,939"
"2/10/2014","2014","2014","D6","Separated","Unverified","203,216,844"
"2/17/2014","2014","2012","D6","Separated","Unverified","1,002,245"
"2/17/2014","2014","2013","D6","Assigned","Unverified","383,766"
"2/17/2014","2014","2013","D6","Separated","Unverified","39,665,471"
"2/17/2014","2014","2014","D6","Assigned","Unverified","445,815,598"
"2/17/2014","2014","2014","D6","Separated","Unverified","149,666,179"
"2/24/2014","2014","2012","D6","Separated","Unverified","4,542,956"
"2/24/2014","2014","2013","D6","Assigned","Unverified","116,740"
"2/24/2014","2014","2013","D6","Separated","Unverified","90,504,675"
"2/24/2014","2014","2014","D6","Assigned","Unverified","490,587,480"
"2/24/2014","2014","2014","D6","Separated","Unverified","208,575,813"
"3/3/2014","2014","2012","D6","Assigned","Unverified","114,789"
"3/3/2014","2014","2013","D6","Assigned","Unverified","1,580,612"
"3/3/2014","2014","2013","D6","Separated","Unverified","39,307,673"
"3/3/2014","2014","2014","D6","Assigned","Unverified","412,538,546"
"3/3/2014","2014","2014","D6","Separated","Unverified","251,871,437"
"3/10/2014","2014","2012","D6","Separated","Unverified","1,100,000"
"3/10/2014","2014","2013","D6","Separated","Unverified","59,387,991"
"3/10/2014","2014","2014","D6","Assigned","Unverified","446,946,145"
"3/10/2014","2014","2014","D6","Separated","Unverified","240,514,056"
"3/17/2014","2014","2013","D6","Assigned","Unverified","15,224"
"3/17/2014","2014","2013","D6","Separated","Unverified","69,461,759"
"3/17/2014","2014","2014","D6","Assigned","Unverified","470,635,923"
"3/17/2014","2014","2014","D6","Separated","Unverified","275,872,653"
"3/24/2014","2014","2012","D6","Separated","Unverified","28,900,000"
"3/24/2014","2014","2013","D6","Assigned","Unverified","52,848"
"3/24/2014","2014","2013","D6","Separated","Unverified","158,328,279"
"3/24/2014","2014","2014","D6","Assigned","Unverified","473,444,276"
"3/24/2014","2014","2014","D6","Separated","Unverified","266,012,648"
"3/31/2014","2014","2012","D6","Separated","Unverified","2,725,000"
"3/31/2014","2014","2013","D6","Assigned","Unverified","5,904"
"3/31/2014","2014","2013","D6","Separated","Unverified","62,357,053"
"3/31/2014","2014","2014","D6","Assigned","Unverified","483,009,368"
"3/31/2014","2014","2014","D6","Separated","Unverified","338,268,624"
"4/7/2014","2014","2012","D6","Assigned","Unverified","7,000"
"4/7/2014","2014","2012","D6","Separated","Unverified","7,945,805"
"4/7/2014","2014","2013","D6","Separated","Unverified","160,746,888"
"4/7/2014","2014","2014","D6","Assigned","Unverified","485,470,743"
"4/7/2014","2014","2014","D6","Separated","Unverified","229,563,918"
"4/14/2014","2014","2012","D6","Separated","Unverified","1,059,056"
"4/14/2014","2014","2013","D6","Assigned","Unverified","10,016,057"
"4/14/2014","2014","2013","D6","Separated","Unverified","27,503,246"
"4/14/2014","2014","2014","D6","Assigned","Unverified","429,543,759"
"4/14/2014","2014","2014","D6","Separated","Unverified","203,454,935"
"4/21/2014","2014","2013","D6","Separated","Unverified","38,073,324"
"4/21/2014","2014","2014","D6","Assigned","Unverified","488,443,650"
"4/21/2014","2014","2014","D6","Separated","Unverified","186,104,204"
"4/28/2014","2014","2012","D6","Separated","Unverified","22,079,754"
"4/28/2014","2014","2013","D6","Separated","Unverified","78,011,427"
"4/28/2014","2014","2014","D6","Assigned","Unverified","468,883,730"
"4/28/2014","2014","2014","D6","Separated","Unverified","293,288,847"
"5/5/2014","2014","2012","D6","Separated","Unverified","3,400,000"
"5/5/2014","2014","2013","D6","Separated","Unverified","31,685,198"
"5/5/2014","2014","2014","D6","Assigned","Unverified","495,272,925"
"5/5/2014","2014","2014","D6","Separated","Unverified","287,461,036"
"5/12/2014","2014","2012","D6","Separated","Unverified","2,500,000"
"5/12/2014","2014","2013","D6","Assigned","Unverified","15,300"
"5/12/2014","2014","2013","D6","Separated","Unverified","47,952,403"
"5/12/2014","2014","2014","D6","Assigned","Unverified","464,265,414"
"5/12/2014","2014","2014","D6","Separated","Unverified","269,958,789"
"5/19/2014","2014","2012","D6","Separated","Unverified","1,000,000"
"5/19/2014","2014","2013","D6","Separated","Unverified","92,150,632"
"5/19/2014","2014","2014","D6","Assigned","Unverified","458,568,488"
"5/19/2014","2014","2014","D6","Separated","Unverified","195,158,716"
"5/26/2014","2014","2012","D6","Separated","Unverified","36,184,706"
"5/26/2014","2014","2013","D6","Separated","Unverified","211,384,964"
"5/26/2014","2014","2014","D6","Assigned","Unverified","502,771,489"
"5/26/2014","2014","2014","D6","Separated","Unverified","315,379,771"
"6/2/2014","2014","2012","D6","Separated","Unverified","10,351,278"
"6/2/2014","2014","2013","D6","Separated","Unverified","37,424,964"
"6/2/2014","2014","2014","D6","Assigned","Unverified","447,621,429"
"6/2/2014","2014","2014","D6","Separated","Unverified","320,829,269"
"6/9/2014","2014","2012","D6","Separated","Unverified","13,300,000"
"6/9/2014","2014","2013","D6","Separated","Unverified","64,747,094"
"6/9/2014","2014","2014","D6","Assigned","Unverified","482,385,920"
"6/9/2014","2014","2014","D6","Separated","Unverified","328,397,076"
"6/16/2014","2014","2013","D6","Assigned","Unverified","1,082,921"
"6/16/2014","2014","2013","D6","Separated","Unverified","56,486,801"
"6/16/2014","2014","2014","D6","Assigned","Unverified","480,795,951"
"6/16/2014","2014","2014","D6","Separated","Unverified","393,745,831"
"6/23/2014","2014","2013","D6","Separated","Unverified","12,200,759"
"6/23/2014","2014","2014","D6","Assigned","Unverified","468,720,426"
"6/23/2014","2014","2014","D6","Separated","Unverified","455,527,191"
"6/30/2014","2014","2013","D6","Assigned","Unverified","145,004"
"6/30/2014","2014","2013","D6","Separated","Unverified","5,003,003"
"6/30/2014","2014","2014","D6","Assigned","Unverified","432,169,476"
"6/30/2014","2014","2014","D6","Separated","Unverified","490,577,676"
"7/7/2014","2014","2012","D6","Separated","Unverified","1,148,693"
"7/7/2014","2014","2013","D6","Assigned","Unverified","45,859"
"7/7/2014","2014","2013","D6","Separated","Unverified","16,516,719"
"7/7/2014","2014","2014","D6","Assigned","Unverified","465,259,701"
"7/7/2014","2014","2014","D6","Separated","Unverified","260,015,815"
"7/14/2014","2014","2013","D6","Assigned","Unverified","13,663"
"7/14/2014","2014","2013","D6","Separated","Unverified","3,723,805"
"7/14/2014","2014","2014","D6","Assigned","Unverified","470,832,312"
"7/14/2014","2014","2014","D6","Separated","Unverified","315,845,898"
"7/21/2014","2014","2012","D6","Separated","Unverified","4,437,713"
"7/21/2014","2014","2013","D6","Assigned","Unverified","62,600"
"7/21/2014","2014","2013","D6","Separated","Unverified","6,358,681"
"7/21/2014","2014","2014","D6","Assigned","Unverified","465,115,299"
"7/21/2014","2014","2014","D6","Separated","Unverified","259,377,702"
"7/28/2014","2014","2013","D6","Separated","Unverified","4,662,489"
"7/28/2014","2014","2014","D6","Assigned","Unverified","485,081,576"
"7/28/2014","2014","2014","D6","Separated","Unverified","300,627,066"
"8/4/2014","2014","2012","D6","Separated","Unverified","3,175,611"
"8/4/2014","2014","2013","D6","Separated","Unverified","58,376,290"
"8/4/2014","2014","2014","D6","Assigned","Unverified","473,058,781"
"8/4/2014","2014","2014","D6","Separated","Unverified","370,988,187"
"8/11/2014","2014","2013","D6","Separated","Unverified","114,708"
"8/11/2014","2014","2014","D6","Assigned","Unverified","456,462,671"
"8/11/2014","2014","2014","D6","Separated","Unverified","232,737,402"
"8/18/2014","2014","2013","D6","Separated","Unverified","1,779,366"
"8/18/2014","2014","2014","D6","Assigned","Unverified","476,473,683"
"8/18/2014","2014","2014","D6","Separated","Unverified","362,461,643"
"8/25/2014","2014","2012","D6","Separated","Unverified","145,806"
"8/25/2014","2014","2013","D6","Separated","Unverified","1,312,762"
"8/25/2014","2014","2014","D6","Assigned","Unverified","477,725,428"
"8/25/2014","2014","2014","D6","Separated","Unverified","300,473,729"
"9/1/2014","2014","2013","D6","Separated","Unverified","4,275,465"
"9/1/2014","2014","2014","D6","Assigned","Unverified","452,939,766"
"9/1/2014","2014","2014","D6","Separated","Unverified","227,005,281"
"9/8/2014","2014","2013","D6","Separated","Unverified","16,011,396"
"9/8/2014","2014","2014","D6","Assigned","Unverified","465,091,032"
"9/8/2014","2014","2014","D6","Separated","Unverified","316,627,490"
"9/15/2014","2014","2013","D6","Separated","Unverified","2,448,946"
"9/15/2014","2014","2014","D6","Assigned","Unverified","467,652,641"
"9/15/2014","2014","2014","D6","Separated","Unverified","402,316,568"
"9/22/2014","2014","2013","D6","Separated","Unverified","5,726,848"
"9/22/2014","2014","2014","D6","Assigned","Unverified","459,431,330"
"9/22/2014","2014","2014","D6","Separated","Unverified","420,242,676"
"9/29/2014","2014","2012","D6","Separated","Unverified","12,064"
"9/29/2014","2014","2013","D6","Separated","Unverified","3,695,638"
"9/29/2014","2014","2014","D6","Assigned","Unverified","442,880,586"
"9/29/2014","2014","2014","D6","Separated","Unverified","581,667,493"
"10/6/2014","2014","2012","D6","Separated","Unverified","400,000"
"10/6/2014","2014","2013","D6","Separated","Unverified","13,002,076"
"10/6/2014","2014","2014","D6","Assigned","Unverified","439,959,885"
"10/6/2014","2014","2014","D6","Separated","Unverified","334,909,859"
"10/13/2014","2014","2013","D6","Separated","Unverified","7,000,000"
"10/13/2014","2014","2014","D6","Assigned","Unverified","437,519,793"
"10/13/2014","2014","2014","D6","Separated","Unverified","294,278,262"
"10/20/2014","2014","2012","D6","Separated","Unverified","19,775,170"
"10/20/2014","2014","2013","D6","Separated","Unverified","91,123,755"
"10/20/2014","2014","2014","D6","Assigned","Unverified","452,152,651"
"10/20/2014","2014","2014","D6","Separated","Unverified","317,643,605"
"10/27/2014","2014","2012","D6","Assigned","Unverified","319,004"
"10/27/2014","2014","2013","D6","Separated","Unverified","20,614,868"
"10/27/2014","2014","2014","D6","Assigned","Unverified","467,968,933"
"10/27/2014","2014","2014","D6","Separated","Unverified","503,380,753"
"11/3/2014","2014","2012","D6","Separated","Unverified","3,820,324"
"11/3/2014","2014","2013","D6","Separated","Unverified","13,889,664"
"11/3/2014","2014","2014","D6","Assigned","Unverified","438,581,520"
"11/3/2014","2014","2014","D6","Separated","Unverified","290,837,687"
"11/10/2014","2014","2012","D6","Assigned","Unverified","15,328"
"11/10/2014","2014","2013","D6","Assigned","Unverified","55,918"
"11/10/2014","2014","2013","D6","Separated","Unverified","4,022,663"
"11/10/2014","2014","2014","D6","Assigned","Unverified","484,128,418"
"11/10/2014","2014","2014","D6","Separated","Unverified","311,976,891"
"11/17/2014","2014","2013","D6","Assigned","Unverified","175,979"
"11/17/2014","2014","2013","D6","Separated","Unverified","13,090,007"
"11/17/2014","2014","2014","D6","Assigned","Unverified","478,174,962"
"11/17/2014","2014","2014","D6","Separated","Unverified","498,605,241"
"11/24/2014","2014","2013","D6","Separated","Unverified","7,442,601"
"11/24/2014","2014","2014","D6","Assigned","Unverified","471,143,582"
"11/24/2014","2014","2014","D6","Separated","Unverified","270,129,215"
"12/1/2014","2014","2013","D6","Separated","Unverified","4,518,482"
"12/1/2014","2014","2014","D6","Assigned","Unverified","456,830,340"
"12/1/2014","2014","2014","D6","Separated","Unverified","304,426,880"
"12/8/2014","2014","2012","D6","Separated","Unverified","1,282,371"
"12/8/2014","2014","2013","D6","Assigned","Unverified","29,017"
"12/8/2014","2014","2013","D6","Separated","Unverified","2,866,678"
"12/8/2014","2014","2014","D6","Assigned","Unverified","554,931,954"
"12/8/2014","2014","2014","D6","Separated","Unverified","476,433,059"
"12/15/2014","2014","2013","D6","Separated","Unverified","9,689,221"
"12/15/2014","2014","2014","D6","Assigned","Unverified","500,737,568"
"12/15/2014","2014","2014","D6","Separated","Unverified","831,394,407"
"12/22/2014","2014","2013","D6","Separated","Unverified","114,990"
"12/22/2014","2014","2014","D6","Assigned","Unverified","452,730,505"
"12/22/2014","2014","2014","D6","Separated","Unverified","395,898,187"
"12/29/2014","2014","2013","D6","Assigned","Unverified","170,679"
"12/29/2014","2014","2013","D6","Separated","Unverified","1,950,000"
"12/29/2014","2014","2014","D6","Assigned","Unverified","315,814,916"
"12/29/2014","2014","2014","D6","Separated","Unverified","666,986,118"
"12/29/2014","2015","2013","D6","Assigned","Unverified","1,479,143"
"12/29/2014","2015","2014","D6","Assigned","Unverified","70,668,621"
"12/29/2014","2015","2014","D6","Separated","Unverified","68,515,441"
"12/29/2014","2015","2015","D6","Assigned","Q-RIN","261,070"
"12/29/2014","2015","2015","D6","Assigned","Unverified","82,504,332"
"12/29/2014","2015","2015","D6","Separated","Unverified","155,853"
"1/5/2015","2015","2013","D6","Assigned","Unverified","23,561"
"1/5/2015","2015","2013","D6","Separated","Unverified","1,003,674"
"1/5/2015","2015","2014","D6","Assigned","Q-RIN","284,688"
"1/5/2015","2015","2014","D6","Assigned","Unverified","124,047,030"
"1/5/2015","2015","2014","D6","Separated","Unverified","291,963,720"
"1/5/2015","2015","2015","D6","Assigned","Q-RIN","539,546"
"1/5/2015","2015","2015","D6","Assigned","Unverified","351,706,969"
"1/5/2015","2015","2015","D6","Separated","Unverified","7,227,399"
"1/12/2015","2015","2013","D6","Separated","Unverified","551,779"
"1/12/2015","2015","2014","D6","Assigned","Q-RIN","40,354"
"1/12/2015","2015","2014","D6","Assigned","Unverified","55,737,636"
"1/12/2015","2015","2014","D6","Separated","Unverified","412,100,829"
"1/12/2015","2015","2015","D6","Assigned","Q-RIN","602,846"
"1/12/2015","2015","2015","D6","Assigned","Unverified","410,407,186"
"1/12/2015","2015","2015","D6","Separated","Unverified","27,361,745"
"1/19/2015","2015","2013","D6","Separated","Unverified","2,120,940"
"1/19/2015","2015","2014","D6","Assigned","Q-RIN","381,364"
"1/19/2015","2015","2014","D6","Assigned","Unverified","17,346,469"
"1/19/2015","2015","2014","D6","Separated","Unverified","205,363,300"
"1/19/2015","2015","2015","D6","Assigned","Q-RIN","566,840"
"1/19/2015","2015","2015","D6","Assigned","Unverified","432,259,300"
"1/19/2015","2015","2015","D6","Separated","Unverified","31,167,339"
"1/26/2015","2015","2013","D6","Assigned","Unverified","72,091"
"1/26/2015","2015","2013","D6","Separated","Unverified","10,846,641"
"1/26/2015","2015","2014","D6","Assigned","Unverified","6,302,900"
"1/26/2015","2015","2014","D6","Separated","Unverified","353,538,236"
"1/26/2015","2015","2015","D6","Assigned","Q-RIN","681,075"
"1/26/2015","2015","2015","D6","Assigned","Unverified","463,676,897"
"1/26/2015","2015","2015","D6","Separated","Unverified","78,341,441"
"2/2/2015","2015","2013","D6","Separated","Unverified","125,600"
"2/2/2015","2015","2014","D6","Assigned","Unverified","793,583"
"2/2/2015","2015","2014","D6","Separated","Unverified","93,291,143"
"2/2/2015","2015","2015","D6","Assigned","Q-RIN","615,598"
"2/2/2015","2015","2015","D6","Assigned","Unverified","438,820,877"
"2/2/2015","2015","2015","D6","Separated","Unverified","125,045,836"
"2/9/2015","2015","2013","D6","Separated","Unverified","3,125,729"
"2/9/2015","2015","2014","D6","Assigned","Unverified","415,247"
"2/9/2015","2015","2014","D6","Separated","Unverified","125,888,630"
"2/9/2015","2015","2015","D6","Assigned","Q-RIN","446,075"
"2/9/2015","2015","2015","D6","Assigned","Unverified","477,817,887"
"2/9/2015","2015","2015","D6","Separated","Unverified","167,757,085"
"2/16/2015","2015","2013","D6","Separated","Unverified","65,767"
"2/16/2015","2015","2014","D6","Assigned","Unverified","209,734"
"2/16/2015","2015","2014","D6","Separated","Unverified","45,362,179"
"2/16/2015","2015","2015","D6","Assigned","Q-RIN","702,307"
"2/16/2015","2015","2015","D6","Assigned","Unverified","450,936,561"
"2/16/2015","2015","2015","D6","Separated","Unverified","139,946,986"
"2/23/2015","2015","2013","D6","Separated","Unverified","2,147,820"
"2/23/2015","2015","2014","D6","Assigned","Unverified","46,930"
"2/23/2015","2015","2014","D6","Separated","Unverified","110,475,007"
"2/23/2015","2015","2015","D6","Assigned","Q-RIN","550,638"
"2/23/2015","2015","2015","D6","Assigned","Unverified","533,848,857"
"2/23/2015","2015","2015","D6","Separated","Unverified","224,134,050"
"3/2/2015","2015","2013","D6","Separated","Unverified","49,000,000"
"3/2/2015","2015","2014","D6","Assigned","Unverified","100,202"
"3/2/2015","2015","2014","D6","Separated","Unverified","53,245,482"
"3/2/2015","2015","2015","D6","Assigned","Q-RIN","664,132"
"3/2/2015","2015","2015","D6","Assigned","Unverified","434,847,169"
"3/2/2015","2015","2015","D6","Separated","Unverified","246,209,614"
"3/9/2015","2015","2013","D6","Separated","Unverified","1,051,759"
"3/9/2015","2015","2014","D6","Assigned","Unverified","519,073"
"3/9/2015","2015","2014","D6","Separated","Unverified","59,059,420"
"3/9/2015","2015","2015","D6","Assigned","Q-RIN","661,047"
"3/9/2015","2015","2015","D6","Assigned","Unverified","468,600,211"
"3/9/2015","2015","2015","D6","Separated","Unverified","142,088,901"
"3/16/2015","2015","2012","D6","Separated","Unverified","182,087"
"3/16/2015","2015","2014","D6","Assigned","Unverified","2,884"
"3/16/2015","2015","2014","D6","Separated","Unverified","135,147,977"
"3/16/2015","2015","2015","D6","Assigned","Q-RIN","637,572"
"3/16/2015","2015","2015","D6","Assigned","Unverified","447,523,306"
"3/16/2015","2015","2015","D6","Separated","Unverified","407,047,314"
"3/23/2015","2015","2013","D6","Separated","Unverified","9,982,198"
"3/23/2015","2015","2014","D6","Assigned","Unverified","95,614"
"3/23/2015","2015","2014","D6","Separated","Unverified","141,660,506"
"3/23/2015","2015","2015","D6","Assigned","Q-RIN","1,539,800"
"3/23/2015","2015","2015","D6","Assigned","Unverified","510,282,903"
"3/23/2015","2015","2015","D6","Separated","Unverified","273,681,340"
"3/30/2015","2015","2013","D6","Separated","Unverified","1,000,000"
"3/30/2015","2015","2014","D6","Assigned","Unverified","31,638"
"3/30/2015","2015","2014","D6","Separated","Unverified","267,280,078"
"3/30/2015","2015","2015","D6","Assigned","Q-RIN","13,712,759"
"3/30/2015","2015","2015","D6","Assigned","Unverified","489,025,449"
"3/30/2015","2015","2015","D6","Separated","Unverified","327,159,486"
"4/6/2015","2015","2013","D6","Separated","Unverified","800,000"
"4/6/2015","2015","2014","D6","Assigned","Unverified","31,739"
"4/6/2015","2015","2014","D6","Separated","Unverified","2,467,983"
"4/6/2015","2015","2015","D6","Assigned","Q-RIN","6,192,477"
"4/6/2015","2015","2015","D6","Assigned","Unverified","484,395,077"
"4/6/2015","2015","2015","D6","Separated","Q-RIN","522,717"
"4/6/2015","2015","2015","D6","Separated","Unverified","186,341,887"
"4/13/2015","2015","2013","D6","Separated","Unverified","1,317,949"
"4/13/2015","2015","2014","D6","Assigned","Unverified","13,029"
"4/13/2015","2015","2014","D6","Separated","Unverified","7,424,986"
"4/13/2015","2015","2015","D6","Assigned","Q-RIN","4,038,387"
"4/13/2015","2015","2015","D6","Assigned","Unverified","444,156,948"
"4/13/2015","2015","2015","D6","Separated","Q-RIN","440,000"
"4/13/2015","2015","2015","D6","Separated","Unverified","228,997,441"
"4/20/2015","2015","2014","D6","Assigned","Unverified","775,198"
"4/20/2015","2015","2014","D6","Separated","Unverified","9,097,613"
"4/20/2015","2015","2015","D6","Assigned","Q-RIN","2,545,562"
"4/20/2015","2015","2015","D6","Assigned","Unverified","458,289,591"
"4/20/2015","2015","2015","D6","Separated","Unverified","212,248,231"
"4/27/2015","2015","2013","D6","Separated","Unverified","317,949"
"4/27/2015","2015","2014","D6","Separated","Unverified","73,144,256"
"4/27/2015","2015","2015","D6","Assigned","Q-RIN","4,181,396"
"4/27/2015","2015","2015","D6","Assigned","Unverified","480,324,656"
"4/27/2015","2015","2015","D6","Separated","Unverified","358,332,156"
"5/4/2015","2015","2013","D6","Separated","Unverified","1,196"
"5/4/2015","2015","2014","D6","Assigned","Unverified","5,208,934"
"5/4/2015","2015","2014","D6","Separated","Unverified","39,448,297"
"5/4/2015","2015","2015","D6","Assigned","Q-RIN","18,726,115"
"5/4/2015","2015","2015","D6","Assigned","Unverified","431,168,533"
"5/4/2015","2015","2015","D6","Separated","Unverified","219,638,294"
"5/11/2015","2015","2013","D6","Separated","Unverified","3,000,000"
"5/11/2015","2015","2014","D6","Assigned","Unverified","1,140,240"
"5/11/2015","2015","2014","D6","Separated","Unverified","11,083,223"
"5/11/2015","2015","2015","D6","Assigned","Q-RIN","12,229,671"
"5/11/2015","2015","2015","D6","Assigned","Unverified","458,468,416"
"5/11/2015","2015","2015","D6","Separated","Unverified","275,005,771"
"5/18/2015","2015","2013","D6","Assigned","Unverified","2,930"
"5/18/2015","2015","2014","D6","Assigned","Unverified","23,450"
"5/18/2015","2015","2014","D6","Separated","Unverified","56,450,828"
"5/18/2015","2015","2015","D6","Assigned","Q-RIN","10,426,154"
"5/18/2015","2015","2015","D6","Assigned","Unverified","492,973,362"
"5/18/2015","2015","2015","D6","Separated","Unverified","243,750,476"
"5/25/2015","2015","2013","D6","Separated","Unverified","9,067"
"5/25/2015","2015","2014","D6","Assigned","Unverified","74,227"
"5/25/2015","2015","2014","D6","Separated","Unverified","8,884,049"
"5/25/2015","2015","2015","D6","Assigned","Q-RIN","12,896,217"
"5/25/2015","2015","2015","D6","Assigned","Unverified","496,352,093"
"5/25/2015","2015","2015","D6","Separated","Unverified","260,538,563"
"6/1/2015","2015","2013","D6","Assigned","Unverified","124,021"
"6/1/2015","2015","2013","D6","Separated","Unverified","1,872"
"6/1/2015","2015","2014","D6","Assigned","Q-RIN","95,681"
"6/1/2015","2015","2014","D6","Assigned","Unverified","72,817"
"6/1/2015","2015","2014","D6","Separated","Unverified","29,238,148"
"6/1/2015","2015","2015","D6","Assigned","Q-RIN","11,498,813"
"6/1/2015","2015","2015","D6","Assigned","Unverified","431,955,353"
"6/1/2015","2015","2015","D6","Separated","Q-RIN","5,000,000"
"6/1/2015","2015","2015","D6","Separated","Unverified","259,378,525"
"6/8/2015","2015","2012","D6","Assigned","Unverified","21,706"
"6/8/2015","2015","2013","D6","Assigned","Unverified","293,673"
"6/8/2015","2015","2013","D6","Separated","Unverified","8,173,453"
"6/8/2015","2015","2014","D6","Assigned","Unverified","670,522"
"6/8/2015","2015","2014","D6","Separated","Unverified","9,315,309"
"6/8/2015","2015","2015","D6","Assigned","Q-RIN","16,775,774"
"6/8/2015","2015","2015","D6","Assigned","Unverified","460,408,131"
"6/8/2015","2015","2015","D6","Separated","Unverified","301,355,354"
"6/15/2015","2015","2013","D6","Separated","Unverified","6,142,395"
"6/15/2015","2015","2014","D6","Separated","Unverified","16,523,752"
"6/15/2015","2015","2015","D6","Assigned","Q-RIN","21,638,769"
"6/15/2015","2015","2015","D6","Assigned","Unverified","474,409,626"
"6/15/2015","2015","2015","D6","Separated","Q-RIN","1,818,870"
"6/15/2015","2015","2015","D6","Separated","Unverified","449,490,905"
"6/22/2015","2015","2013","D6","Separated","Unverified","1,633,453"
"6/22/2015","2015","2014","D6","Assigned","Unverified","11,714"
"6/22/2015","2015","2014","D6","Separated","Unverified","76,283,363"
"6/22/2015","2015","2015","D6","Assigned","Q-RIN","20,439,210"
"6/22/2015","2015","2015","D6","Assigned","Unverified","452,760,250"
"6/22/2015","2015","2015","D6","Separated","Q-RIN","2,164,727"
"6/22/2015","2015","2015","D6","Separated","Unverified","402,112,827"
"6/29/2015","2015","2013","D6","Separated","Unverified","50,079,576"
"6/29/2015","2015","2014","D6","Separated","Unverified","163,682,153"
"6/29/2015","2015","2015","D6","Assigned","Q-RIN","46,725,626"
"6/29/2015","2015","2015","D6","Assigned","Unverified","439,824,660"
"6/29/2015","2015","2015","D6","Separated","Q-RIN","15,000,000"
"6/29/2015","2015","2015","D6","Separated","Unverified","548,756,360"
"7/6/2015","2015","2012","D6","Assigned","Unverified","461"
"7/6/2015","2015","2012","D6","Separated","Unverified","3,315,312"
"7/6/2015","2015","2013","D6","Separated","Unverified","1,300,000"
"7/6/2015","2015","2014","D6","Separated","Unverified","9,252,472"
"7/6/2015","2015","2015","D6","Assigned","Q-RIN","29,105,566"
"7/6/2015","2015","2015","D6","Assigned","Unverified","464,792,527"
"7/6/2015","2015","2015","D6","Separated","Q-RIN","1,413,559"
"7/6/2015","2015","2015","D6","Separated","Unverified","299,885,828"
"7/13/2015","2015","2014","D6","Assigned","Unverified","124,162"
"7/13/2015","2015","2014","D6","Separated","Unverified","8,876,385"
"7/13/2015","2015","2015","D6","Assigned","Q-RIN","31,074,159"
"7/13/2015","2015","2015","D6","Assigned","Unverified","451,827,961"
"7/13/2015","2015","2015","D6","Separated","Q-RIN","5,609,917"
"7/13/2015","2015","2015","D6","Separated","Unverified","273,388,095"
"7/20/2015","2015","2014","D6","Separated","Unverified","72,821,695"
"7/20/2015","2015","2015","D6","Assigned","Q-RIN","30,315,667"
"7/20/2015","2015","2015","D6","Assigned","Unverified","449,870,764"
"7/20/2015","2015","2015","D6","Separated","Q-RIN","4,303,947"
"7/20/2015","2015","2015","D6","Separated","Unverified","276,389,424"
"7/27/2015","2015","2013","D6","Separated","Unverified","9,488,035"
"7/27/2015","2015","2014","D6","Separated","Unverified","127,742,477"
"7/27/2015","2015","2015","D6","Assigned","Q-RIN","25,537,599"
"7/27/2015","2015","2015","D6","Assigned","Unverified","476,104,488"
"7/27/2015","2015","2015","D6","Separated","Q-RIN","2,200,000"
"7/27/2015","2015","2015","D6","Separated","Unverified","358,300,954"
"8/3/2015","2015","2014","D6","Separated","Unverified","9,387,721"
"8/3/2015","2015","2015","D6","Assigned","Q-RIN","44,756,828"
"8/3/2015","2015","2015","D6","Assigned","Unverified","409,660,999"
"8/3/2015","2015","2015","D6","Separated","Q-RIN","200,637"
"8/3/2015","2015","2015","D6","Separated","Unverified","297,376,948"
